bright_objects_mean_intensity,hog_std,std_brightness,hog_mean,glcm_correlation,mean_brightness,bright_objects_total_area,bright_objects_count,glcm_homogeneity,glcm_contrast,gradient_orientation_entropy,dark_objects_total_area,glcm_energy,dark_objects_count
165.58332318220235,0.0942164353572449,40.48996777032922,0.1370313259428647,0.9485987957780776,74.93597412109375,821.0,9,0.36003804800055,696.286864848757,1.9979388873696216,125.0,0.1560966984795951,19
156.8679079047887,0.103541008593786,44.22703124536256,0.1301290917480423,0.9384813254330058,81.05422973632812,341.0,11,0.3828026907059957,838.1444314011877,1.9791569616155584,53.0,0.1654410512289634,10
174.5576298701299,0.0987803835324961,39.46414531608481,0.132852712544133,0.9764294160683636,65.06320190429688,99.0,4,0.4000034675691304,323.8012066359611,1.9902405446117848,50.0,0.1702049671214028,5
168.49549440045004,0.084109014529055,28.824857740234563,0.1417256769145935,0.9344132297777846,48.970550537109375,907.0,16,0.3375375672015809,926.293693443934,1.983634613318729,103.0,0.184329525406944,6
166.6394090620183,0.087976974600944,17.59897399915144,0.139799866066143,0.966884992612103,27.13075256347656,750.0,12,0.3575263304859621,456.7008365932351,1.9960554346988728,90.0,0.1773315537909553,8
171.39452083834502,0.0871331688278526,40.08482040780074,0.1407665382539448,0.9593404713940636,71.71478271484375,886.0,9,0.3205777417788318,553.5838478286894,1.9988455458582717,49.0,0.1579960870515739,6
145.40100961538462,0.0916785639152059,45.17890056407367,0.1374008425373051,0.973461717302322,78.24266052246094,99.0,4,0.3695932217852895,364.02658810204815,1.9897047197447175,91.0,0.1779116618052174,11
187.2877504800929,0.0908657060599534,42.93592850575772,0.1392757855623143,0.9508143956607628,78.72930908203125,468.0,14,0.3299513295339753,671.9333666389954,1.989256688606359,47.0,0.1626925120420991,6
149.10804103304102,0.0908449093332511,41.854122560133135,0.1384001800935807,0.972593423635959,73.66453552246094,223.0,10,0.3399761539191172,375.4043477042528,1.9887760499677212,54.0,0.1677663276790844,5
163.4372785547132,0.0925045168180795,44.244356726228254,0.1368461361514939,0.9705407422506834,75.85751342773438,1103.0,11,0.3725820888011944,411.2016822195917,1.977762116843756,128.0,0.182012816829598,15
169.0096506078655,0.0861118835417662,53.33159024772287,0.1418295022371638,0.9490511130194286,98.3501434326172,1160.0,17,0.2987902968737885,691.7143355047083,2.0077561797288084,141.0,0.1556578285631668,13
164.65598380028496,0.0950039219799813,24.36416273970714,0.134665320813276,0.9604046513592353,39.65129089355469,305.0,8,0.4025933378623363,560.9606575051191,1.970665315641088,25.0,0.1910299823079932,3
167.23870345517923,0.0979684300392608,50.72501857454152,0.1334525912674272,0.958644488576286,85.01617431640625,478.0,3,0.3341983942099456,561.2938775206526,2.012525598966058,53.0,0.1615499664519754,7
164.12135509526206,0.0948271971079146,45.54964676221076,0.1352470084687953,0.9490234634920388,82.4852294921875,380.0,6,0.3751919678278522,697.4410240044871,2.001672754190731,109.0,0.1706770725027654,11
153.7180819379485,0.0965753622992342,45.60482845860625,0.1335428516134694,0.9692744812785072,76.42086791992188,619.0,7,0.360665384506934,423.16337032408535,1.9611035884662296,45.0,0.17691682905253,5
152.47574476650564,0.0901323223345719,39.80164789761895,0.1388653011810296,0.975051026272144,68.82353210449219,75.0,3,0.3563358634680546,340.55905885067875,1.998548542420916,36.0,0.1642380186068185,6
163.13504273504273,0.1037501049284691,45.75630422080093,0.1285296321374151,0.96628214470706,77.29434204101562,481.0,7,0.4148162233998308,470.3218997864445,1.983528485384618,23.0,0.1906801868540631,3
162.62626883407992,0.0841619656445885,35.18080470520963,0.14256286662673,0.9563071124926672,61.85870361328125,1675.0,22,0.3333976020968602,602.8844965500143,1.9960106861494944,66.0,0.168220259363727,9
160.44409690121557,0.0880446771707325,49.784057571520776,0.1406378292429245,0.9820819679767044,89.54692077636719,204.0,5,0.3646175343902446,245.14038019084907,2.0028308291686288,18.0,0.1646904704319456,3
165.02272727272728,0.0934787176948285,32.73874318937695,0.1366350494549545,0.9866245132553518,46.37556457519531,78.0,2,0.3885098497158539,183.90191221621265,1.9787459877147908,0.0,0.174231466075219,0
156.4288282006381,0.0952852523058658,46.54607231735611,0.134006558510691,0.9725644858651236,72.6888427734375,603.0,8,0.3671984490895156,382.3261207299631,1.9815215577146827,33.0,0.1964744640379863,5
179.2968836183122,0.0923071400201646,44.8600768439873,0.1378776852605434,0.9801369568233198,78.22018432617188,331.0,2,0.351741056300513,271.8701628443047,2.005897244363232,10.0,0.1652990922024313,2
164.17551157982993,0.0897316755529306,44.38290107866431,0.1395675126746778,0.9590424138324392,79.37028503417969,809.0,10,0.3030117971237038,556.5379530214104,2.014143063264449,49.0,0.1541236084083722,8
163.29948245730864,0.0946413896268435,28.390026405691707,0.1344620556145828,0.9698013254726584,46.06816101074219,405.0,8,0.4159335362953878,421.4488830820828,1.9742620625348712,40.0,0.18826829339909,2
154.866701007326,0.0988606412666544,43.02325208535278,0.1332570365822158,0.9705927067543724,69.99508666992188,224.0,8,0.3558281090602695,396.6321595248072,2.0127694568337824,29.0,0.1584783257697734,4
156.30788706514437,0.0954469578414839,44.68814224497739,0.1352674596502091,0.9509874483682994,78.45025634765625,1341.0,13,0.3444786576779073,674.5985829571031,2.0041986315938205,73.0,0.1741821027874,9
169.04924775892815,0.0865527664012073,38.58205248715564,0.1415608802615479,0.9647367670425894,69.30635070800781,635.0,12,0.3323729604675715,478.9228969274903,2.0107532676721065,54.0,0.1560093194718284,6
157.9374180992602,0.0884921110747919,39.38598464536641,0.1394743592547749,0.9553463399197888,70.56185913085938,446.0,14,0.3515558382885,619.8027751507225,1.970659722994726,22.0,0.1782097008281944,2
172.40914961521614,0.0865007229878731,41.16660713806797,0.1407180711017636,0.911994044687236,75.78373718261719,2015.0,24,0.3396205497514011,1255.4825297367624,1.9915975577101368,101.0,0.1755024349408959,11
152.53846153846155,0.1030660110285616,36.80996939750919,0.1295561838401889,0.9791150419866512,60.949981689453125,13.0,1,0.4280805119769659,286.65324361206723,1.9630090928984585,35.0,0.1769665333840979,5
149.87293956043956,0.0981415863316446,41.70790956137401,0.1328615054956555,0.9635397269302124,69.84648132324219,131.0,4,0.3923284035505215,510.1813972967348,1.980522565372444,9.0,0.1860878257129906,2
177.27344877344876,0.0994675853946613,40.03307471185176,0.130932182776764,0.9776174375874171,64.3798828125,58.0,3,0.4107854128901906,311.3616570729158,1.937515194367033,67.0,0.1886194242713413,4
153.87907088122606,0.0941489810766077,27.63858946325277,0.1357200057966186,0.9773774630367632,43.54389953613281,88.0,4,0.3707271294370996,313.13251017376376,1.978565255572969,5.0,0.1752813973110112,1
153.5847700077008,0.091816221066051,43.0682263240149,0.1386510098434183,0.9726125280040177,77.9520263671875,248.0,8,0.3402074793172059,371.2957746707328,1.994092376196459,20.0,0.1581537764869968,4
160.85458990651975,0.0979674998270332,35.906801378869126,0.1329899228834694,0.9522439513219696,50.30661010742188,300.0,6,0.3568706668526798,658.0356975721475,1.9660891610412703,0.0,0.1760775272279959,0
152.42556253270538,0.0952762709753387,22.625996994455686,0.1349310297889692,0.977270843689924,30.835968017578125,307.0,2,0.4200020469188067,313.90504797135617,1.93977925198452,46.0,0.191966663858018,8
161.4507408472696,0.0957696942969975,30.9146169561268,0.1354954975087281,0.9688887566600486,51.58901977539063,447.0,6,0.3807589532786876,428.26038965560446,1.9679931221742557,104.0,0.1774067713524758,9
164.3591657471768,0.0850423393654117,35.39476741140251,0.1424733824527972,0.9568277550108608,61.63774108886719,1855.0,20,0.3393918186986638,600.2742450884327,1.983867887194378,25.0,0.1749288943165793,5
161.87665425971878,0.0901417535526818,46.648027058292016,0.1393030095101496,0.9792447686040296,86.31571960449219,99.0,3,0.3881203083380536,282.60686532148355,2.0006899066783705,43.0,0.1594435406528953,3
170.53885496336045,0.095231391219724,25.52011844787725,0.1349627086923357,0.975069461615784,42.02557373046875,340.0,4,0.4183297112995249,343.6246258045427,1.983487293010065,64.0,0.180420501272803,3
160.3687751143656,0.0925471700262939,40.58862474373388,0.1363653736896041,0.9806525706372622,58.923828125,421.0,9,0.3463710187015216,268.0318973920986,1.9449495934769088,5.0,0.1805790922362428,1
163.52841436076588,0.0941885715162708,31.638686734391403,0.1365993308438428,0.9831502305394282,54.43946838378906,502.0,8,0.4204599988666979,230.3592900383027,1.9671252127637329,73.0,0.1679350757526606,5
168.81157773386033,0.0899298667342758,47.85290460984477,0.1389964980522861,0.9634314957825189,84.27566528320312,103.0,5,0.32741121801777,498.8527520917766,1.9991034353650317,112.0,0.1643198855018409,11
159.60056565656566,0.1002857678502472,47.51118848671449,0.1312505823876327,0.9654263112795224,83.2569580078125,145.0,5,0.3885510428146405,475.5756741029335,1.9953662627142803,13.0,0.174972433381417,2
146.9034177155566,0.0931444297817168,42.57296517757864,0.1359581149542136,0.9635699872659113,72.63877868652344,643.0,12,0.3680481043976895,502.4139213855382,1.982735887453052,76.0,0.176996527039791,7
152.21210663286294,0.0938364266048968,46.10014251167636,0.1354814336482944,0.9592517186713544,81.82368469238281,151.0,7,0.3846518883183973,560.07627501519,1.972997724745263,50.0,0.1755656408700661,7
162.94112099385208,0.093010301713849,43.9678691675469,0.1355954306240413,0.976812495771249,72.392578125,337.0,6,0.3763020925637693,325.3586264211858,1.966807371817096,0.0,0.1951901293765194,0
152.8334523809524,0.0949875606232599,44.98365307628698,0.1351344291353578,0.951488055127983,78.76792907714844,118.0,5,0.3320987281776099,664.8090892649175,2.013412713235065,87.0,0.1674226536118423,9
180.4135185954509,0.0869375677342052,51.95248128163922,0.1417609970993276,0.9371392766046814,95.09651184082033,1525.0,20,0.2818805452128801,854.8545334446538,2.009444631272706,116.0,0.149273555805151,10
157.42187525406976,0.0966672714823964,30.57311897971605,0.1334763366493291,0.9533406594818212,47.695709228515625,795.0,17,0.3682769912115999,651.3161486270976,1.978382917133065,10.0,0.1798860585958416,2
145.0,0.0916134399795272,44.57587938405126,0.1378926575866117,0.975588325629253,77.94236755371094,20.0,1,0.3360499606118289,333.5023204613983,2.0054755561206554,18.0,0.1661070748717811,3
168.50813873696234,0.0900080606683246,32.109873429241674,0.1385009011750716,0.9755144287107306,54.67453002929688,585.0,10,0.3467017646131577,336.0145425443174,1.9787439690072155,37.0,0.1664102014844267,3
174.56282987194976,0.0930094098980078,44.82038074002223,0.1374049266295607,0.944182298915677,82.36839294433594,564.0,8,0.3882932261011001,788.2811983428551,1.9735284541691824,68.0,0.1723965978170739,5
154.9646254078148,0.0934846193380991,42.796680845361294,0.136178473183354,0.938223070079908,73.3570556640625,230.0,7,0.3303773066543011,848.2486553051219,1.985423033442374,108.0,0.1788100995186757,16
174.8853629881705,0.0899318028597932,40.15728947851682,0.1385504292526815,0.95054857277269,72.28192138671875,490.0,11,0.3581131172066566,684.198532257346,1.9721857512862335,74.0,0.1665310215692845,8
152.93400673400674,0.0941213312150681,44.72565935188167,0.1352836606231809,0.9734342247591306,72.91635131835938,53.0,3,0.3240951903949181,367.0028691924183,1.952780016823842,22.0,0.1805982107015965,4
156.99431300712038,0.093362013009136,39.69504890079165,0.1376148811308976,0.973185574452246,73.66036987304688,209.0,6,0.3795095795202433,363.08337152541696,2.0015327601307544,23.0,0.1520808009376943,4
159.8560482676461,0.0965887806146772,43.388751659495966,0.1344545085139104,0.944232951608032,73.74957275390625,373.0,9,0.3378202166280851,756.0520573091674,1.9941040876328693,110.0,0.1660630342336047,15
181.3200340294244,0.0933806125006796,37.9810654762786,0.1367021163343061,0.97101193031176,54.911407470703125,1109.0,17,0.3528425607468523,393.2476994997112,2.004558293546981,10.0,0.1587424811553769,2
165.46930270483762,0.0937758964076445,41.74984595490207,0.1359780565535098,0.9588183088469848,71.862060546875,291.0,3,0.3562121936402821,569.9184899303596,1.9881649860874613,15.0,0.1767774431179255,3
165.72782485130045,0.0876878256389346,41.0657933783589,0.1412981465442992,0.9742134922916242,74.06124877929688,287.0,9,0.3626563910688426,346.9996798851573,1.9814814234660936,28.0,0.1574091610482035,5
157.2430020952053,0.0950453051516675,41.79527561335171,0.1350938213980243,0.9289390032113132,74.99459838867188,829.0,15,0.3779852767826685,992.1181239034164,1.9641581927145768,59.0,0.1772368864278098,9
154.6,0.1000581331140853,39.66350663361007,0.1314242009988216,0.9821230567973576,63.89973449707031,15.0,1,0.4318009186423759,243.49565192916228,1.9870083208474032,51.0,0.1776545996843482,5
0.0,0.0944452679730086,42.76745154077872,0.1345998825727254,0.9825998466357596,62.02418518066406,0.0,0,0.3556800781705614,243.23072720116093,1.9635962382278005,65.0,0.2031254877343538,6
155.9082902391726,0.0864821998634763,44.50390456677694,0.140729455761412,0.9724378889073896,74.67938232421875,113.0,4,0.3183111926363378,378.48481554147736,1.9880940523779496,76.0,0.1747380366927567,10
167.9640488922842,0.090377891757019,30.832578355640337,0.1387056022050071,0.9775409261467308,54.15403747558594,289.0,4,0.4018917057970275,309.98018613051454,1.9545718823534093,21.0,0.1695614201119334,3
179.07891850576493,0.0921878197289412,35.303272390074675,0.1370596822731267,0.9421961756241568,63.56880187988281,581.0,11,0.3953523753190661,807.4292190054618,1.97492911388431,96.0,0.1783932341088564,10
167.12927337822413,0.0915707832773048,46.430712594957086,0.1374726964224198,0.9711946455153506,81.69816589355469,354.0,4,0.3335386137525613,393.6531309995598,1.991557213181277,72.0,0.1662863883028382,10
155.14690240203885,0.0907635774726652,44.20578639149152,0.1384535315763411,0.9719911532527192,76.78038024902344,528.0,7,0.3715685716308557,386.3134739356311,1.9772975392560812,75.0,0.1759499587813811,12
144.4198717948718,0.0916635798083565,45.42945794597095,0.1369608774743013,0.9844690692818088,80.83345031738281,37.0,2,0.4272473355554358,216.47369663600145,1.9489488690595511,8.0,0.181466790258873,1
160.00952813606938,0.1008948211724972,45.919823561369626,0.1307829716368383,0.964535335059578,77.13174438476562,953.0,7,0.3655505256287232,488.7987140144332,1.9639962344854625,10.0,0.175593573042737,2
157.87225274725276,0.094657613674236,44.99733097417421,0.1358209982825265,0.9782920160233934,75.82905578613281,66.0,2,0.3696137739011371,298.252499143145,1.998189967804732,20.0,0.1746263190928565,4
150.7621912186738,0.0898015557542709,41.3206685443802,0.1399642867521666,0.9711368671231844,74.06159973144531,208.0,9,0.3316858204277102,391.10422436106967,2.0200106604037265,59.0,0.1569243661174796,5
166.94122859432434,0.0900387794950922,17.71982375958843,0.1389259716142167,0.9692944687924884,27.292556762695312,949.0,13,0.3633592650995227,422.39773150626746,1.991129494693672,74.0,0.1755366192644663,6
153.32607352368822,0.0902390878456805,44.37843882691728,0.1396825973650337,0.9771301496031648,77.2713623046875,618.0,7,0.3305470868741751,307.6441489413009,2.00117937445979,32.0,0.1529540130660627,6
148.07260657299358,0.0902466731338543,44.32461702284095,0.1396776967526249,0.9697759437888784,81.95213317871094,132.0,4,0.3607107425651426,411.36862442315993,1.9940070560755012,14.0,0.1557165641170004,3
156.00575940662148,0.0954565770307269,47.23242352110413,0.1334227197391404,0.9844240177808616,73.17304992675781,198.0,6,0.3838715968515605,219.2387946621566,1.9399226090060329,0.0,0.2031086236342422,0
174.14685148780788,0.0915909537743774,36.81182104072137,0.1370094559072635,0.9615026720707448,61.61822509765625,366.0,10,0.358400519140242,539.1834650947812,1.9716580260873795,18.0,0.1815341532569698,3
169.4546902328744,0.0876944395766337,41.836587413621935,0.1408564853297568,0.9487022290256124,78.95664978027344,1919.0,21,0.3144461039994025,697.221594318001,2.002718896891735,34.0,0.1496989803709284,5
160.48010606076866,0.0901380795351064,39.8665225072276,0.1393053868638575,0.9772037734623088,60.20480346679688,236.0,9,0.3247874168000425,310.2711359338044,1.990628803834176,0.0,0.1602002682688308,0
154.89470734744708,0.0956629972217874,50.11680330846671,0.134197931366751,0.96966543339871,82.06660461425781,126.0,4,0.3593157725717736,421.3634617792858,1.977366881769327,41.0,0.1883868785047899,7
164.45336692810508,0.0903763597660971,46.27149316339722,0.1391509173059239,0.9383193070459036,85.02828979492188,1248.0,13,0.3363676819994328,845.4392470796289,1.9816354326520464,25.0,0.1632051123800205,5
162.54645552749002,0.0903881491891298,54.421820238583685,0.1386989181217722,0.9763134325123912,100.21971130371094,510.0,10,0.3692485554305486,322.9132253246589,1.9853692452935747,35.0,0.1585408849756878,6
151.39746470117083,0.0953831732931886,30.900562341944244,0.1357678697040466,0.9635651254537814,55.947845458984375,873.0,11,0.3764290035796045,496.0450852762646,1.99109982757182,5.0,0.1619128929973451,1
148.4485347985348,0.0938768376392708,31.190804641701806,0.1349969495431008,0.9878614655794272,49.209869384765625,126.0,5,0.4405270794203063,170.61983598727474,1.9170997593239452,0.0,0.1978549147815185,0
160.37653016867762,0.0994768868174756,31.605828709910494,0.1327976399647804,0.9675438405285652,57.78863525390625,223.0,8,0.4746686539875022,448.8291109288365,1.9484305257449992,15.0,0.173967554657028,3
153.94751082251082,0.087828151880704,42.81230221922596,0.1403339700113511,0.978440200167232,76.05947875976562,66.0,3,0.3472157422134776,294.7982785169185,1.991112997862563,33.0,0.1679389338527155,5
148.38702651515152,0.0949446148017285,45.32695312908922,0.135164606058514,0.9498583957489908,79.14364624023438,75.0,4,0.3279524582059224,688.8694521941416,1.988284336937881,74.0,0.1701360169176773,6
168.64017864719412,0.0969040265743528,38.566501862843445,0.1333045515147506,0.9845378055400864,53.567169189453125,418.0,5,0.4130496317351538,216.285484485803,1.960369827199813,0.0,0.1956481427065421,0
172.3605896421766,0.0899678109936877,44.75485600547044,0.138971941004391,0.9720348988680853,79.79666137695312,1188.0,5,0.3607574521933724,382.20848581642775,1.9950804602121912,33.0,0.1669365370083036,5
165.5695029587421,0.100329860020225,41.72657893012144,0.1302726226737427,0.95865073826401,69.59228515625,565.0,6,0.3809160598163158,578.7379736199729,1.9633159349207727,45.0,0.1848048275434633,6
161.92329862832958,0.095084876710842,47.1129239400623,0.1350659721468377,0.9776283204234846,79.97337341308594,671.0,9,0.3387809940132779,306.1869655537923,2.0080793903494625,47.0,0.1707263840841896,3
155.42372881355934,0.1095727433644758,38.501087333602094,0.1236032544903419,0.9441296666234554,64.334228515625,177.0,1,0.3594171773628789,762.8093289619326,1.9938858139726243,62.0,0.1729137216814833,8
164.67567897115205,0.0842060257314904,31.93134416663603,0.1421031169357523,0.9701213312316443,53.887969970703125,1186.0,18,0.3339793036830833,411.7006612468087,1.9928470688216244,52.0,0.1739655022914698,8
185.2996031746032,0.0907175353860581,30.61997943421601,0.1375893258772821,0.9771927588282998,46.02540588378906,147.0,2,0.3626303201530083,316.8574715845673,1.9676241476729064,0.0,0.1804449004397522,0
160.2431913450444,0.0895007622657824,41.25839102230557,0.1397157032882474,0.923427750271974,73.8492431640625,2403.0,29,0.3509499918967862,1045.2631128830258,1.991271904208788,346.0,0.1696270870295331,26
173.25096127942265,0.0893031946674002,44.093417645590016,0.1385114913788235,0.9726233019525132,76.13676452636719,314.0,7,0.3118152632649548,375.9033502582165,1.976834090275428,0.0,0.1674793838284292,0
171.5050505050505,0.0959340829952574,37.26860743924915,0.1353791561177174,0.9832198972058056,63.65643310546875,208.0,3,0.3734771520525782,228.4712235905364,1.996550944890172,52.0,0.160213489112484,3
161.85714285714286,0.0893527234048828,43.77039759796194,0.1398104252621843,0.9680713981418544,78.96138000488281,14.0,1,0.3479054199027872,433.0409721658054,2.008291503680844,5.0,0.1608073094240735,1
163.47204946674816,0.0911681868456834,44.37869731642767,0.1390779734133793,0.9580125275174478,79.44361877441406,752.0,9,0.3023192181525956,569.8581155791442,1.9986891185361209,51.0,0.1541437353826479,8
148.10318532818533,0.0892424720492688,51.252129210403616,0.1394388345646999,0.9741445592319288,93.58601379394533,116.0,7,0.3697244587582775,352.5051252842256,2.0007918320790745,29.0,0.1620327750330702,4
166.5499753071971,0.0862488553312495,43.78910056936638,0.1421810674315533,0.9638724941703376,79.25001525878906,570.0,12,0.3132474775793952,489.0957579070048,1.9832271080584916,87.0,0.1571211279089431,9
173.32962138084633,0.0949254249109904,49.70471088082338,0.1347206648075732,0.9774806137814148,82.935302734375,449.0,1,0.3584671208629001,312.8986939414162,1.963227960605907,26.0,0.190269682791236,3
156.61857290000776,0.0895139478925238,45.34510332232188,0.1392647138896221,0.949308175864806,81.14244079589844,1085.0,23,0.3284359101621906,693.1057347874148,1.973119878282576,181.0,0.1677459812400799,17
159.19811897856474,0.092743942184168,45.04148858554885,0.1375842482974389,0.954776280018938,81.83314514160156,1301.0,11,0.3313167709967068,615.0090818587068,2.0110304396628407,45.0,0.1595455429437946,6
153.47891231723614,0.0951633735358427,42.79837078810717,0.1350106771648897,0.9820068624150872,68.42097473144531,1195.0,8,0.3830899407563747,246.19156315962985,1.984334943764044,5.0,0.1735254106888351,1
146.61416169366296,0.0918407501674377,45.15118317173113,0.1372924878514584,0.9717413300132892,80.21697998046875,169.0,4,0.3733156378471974,390.10767531425097,1.970984386200812,17.0,0.173047757367614,2
173.54497094548572,0.0908048895224941,33.02449203752961,0.1393154442996867,0.9728631448386368,56.13983154296875,549.0,3,0.3721347649071538,367.4811092929912,2.00968915106188,59.0,0.1559672281002272,5
173.11155342719434,0.0860566073220022,34.58661388336412,0.1418630484950076,0.9787994873970324,54.63496398925781,304.0,8,0.3244470529407997,286.4109422212483,2.008071765098912,76.0,0.1568482437301002,12
167.78376574488271,0.0869947758626825,29.99375816480372,0.1404131745405435,0.9557992563614384,51.58901977539063,1290.0,20,0.3318450295439098,606.1304297810734,1.9834028452096415,64.0,0.1679728407977941,8
162.9639723965201,0.0981348555129389,39.20399261352095,0.1337924299977317,0.9812929566053208,67.82965087890625,513.0,4,0.3698317040368906,254.13508434919584,2.0080499210190474,25.0,0.1618228719126862,3
164.581482908237,0.0865709934463229,28.787387063831037,0.1419851544196433,0.9609980202368322,51.40415954589844,690.0,8,0.3482430287729797,536.9811610780346,1.998709379238688,10.0,0.1628992205601479,2
170.7860317611768,0.0897124194429237,32.97478052584935,0.1382467924370589,0.9698277975620028,55.19212341308594,629.0,12,0.3804985686159747,425.6850828842632,1.95581985719565,5.0,0.1883753766130674,1
165.9335713161511,0.0911620373872137,44.468678999918254,0.1386374665492313,0.9471238960594102,82.62388610839844,403.0,11,0.3839294061681595,740.6025422411535,1.9861936307117167,44.0,0.1644803507072961,3
148.7687230897757,0.0940708509800187,42.83323023074017,0.1348618256855464,0.9737592066090665,73.48355102539062,226.0,6,0.3783898796346068,366.6931451742215,1.978783444984133,23.0,0.1879524590543917,4
158.83954247303086,0.0968803179603644,49.21658747260883,0.1333217829643084,0.9784571268868169,75.33406066894531,312.0,5,0.3443299384533408,298.73611638258615,1.938450199526208,30.0,0.1904226246273578,4
153.88972165012302,0.0966113368815476,43.842133941661416,0.1344383017844225,0.9627840141495172,75.73283386230469,218.0,8,0.3805928681246094,503.0901352465951,2.0034148679435644,28.0,0.1694803695811092,5
155.44745224547856,0.0997951939695199,48.17545209071139,0.1320921143016409,0.9429873425904524,83.34623718261719,140.0,5,0.3467751772847112,784.6119078768425,1.99662541903609,20.0,0.1730888914266766,2
159.74491001172913,0.0885508415686833,41.83703293767549,0.1407589053636886,0.979900598615746,72.79208374023438,520.0,10,0.3710697755368858,275.2402405971516,1.9725049696623107,16.0,0.1652828410203259,2
162.55864778893522,0.093771618297224,46.83715244184709,0.1359810068102527,0.9783925977463126,79.67300415039062,428.0,8,0.3361534272681941,295.2312684317583,1.9882766048785692,55.0,0.1680060883196842,5
166.0022699903536,0.08384963488968,39.30953279778985,0.1423137004680799,0.9697993494097814,68.40750122070312,364.0,8,0.3374524461536434,419.94571724528623,1.989673889292336,54.0,0.1789494646727212,6
161.13661103058095,0.0940051352960835,47.75251338005649,0.1362734087742287,0.9536526867132812,86.29841613769531,545.0,8,0.3522716068395262,634.1425716040228,1.995453855287033,110.0,0.1653488181593695,10
149.03545677913098,0.0913619416030893,45.82511166769441,0.137611577413513,0.9771065795671074,75.45759582519531,423.0,6,0.3504853950787564,316.41329294133965,1.9696489093359424,44.0,0.1823655284407067,7
169.70485907860447,0.1005888415268605,41.19163884548973,0.1305464621517362,0.937873657050732,70.7410888671875,1023.0,9,0.4013073707893577,870.3153908658344,1.958832795284819,103.0,0.1890856582797097,13
152.71250131164246,0.0929852949541144,48.11241897760286,0.1365199089279864,0.9613141951573462,84.85157775878906,548.0,11,0.3714444015753935,538.7087908649802,1.9854335896520647,10.0,0.1790624428953392,2
170.41208721281328,0.0923117052407628,33.929560440391235,0.1360719886925483,0.9726162564614464,55.2255859375,736.0,15,0.397038515856049,389.0551324656392,1.9586224370367815,26.0,0.1967858534830103,2
156.70297767478172,0.0905171633538437,44.95934764304969,0.1386147558524882,0.9675530025733098,79.70368957519531,452.0,8,0.3172157687069485,440.0172646486108,2.000624070512681,58.0,0.1572233062125633,10
152.39169113057815,0.1008816574255773,41.79697239926835,0.1312642319739852,0.9771713317417858,71.6151123046875,578.0,4,0.3999429736832294,315.2715842503959,1.9876305376205736,10.0,0.1806649237578271,2
